video_id,title,category_id,category_name,upload_date,upload_hour,upload_day,title_length,description_length,tag_count,duration_seconds,views,likes,dislikes,comments,like_view_ratio,comment_view_ratio,has_face_thumbnail,thumbnail_brightness,has_text_thumbnail,trending
vid_01123,New Exposed Ultimate Tutorial vs Real Secret Ultimate Exposed Tutorial Best Officia,28,Science & Technology,2023-04-04 08:00:00,23,6,83,3967,4,1445,13168,596,25,248,0.0453,0.018832,0,201,1,0
vid_01124,Best Tutorial vs New First Last Explained Revie,17,Sports,2023-10-23 16:00:00,14,3,47,4892,19,1465,42691,3960,62,210,0.0928,0.004919,1,185,0,0
vid_01125,Amazing Explained Inside Guide vs Real vs Secret New Secret How Guide Why Secret Expla,27,Education,2023-02-06 12:00:00,7,5,86,2534,15,2250,9407,472,46,111,0.0502,0.011798,1,160,0,0
vid_01126,vs Official Official How Guide New Ultimate vs How Challenge Cha,20,Gaming,2023-09-04 08:00:00,4,1,64,1904,18,904,54263,1962,40,1329,0.0362,0.024491,0,225,0,0
vid_01127,Top Ultimate New Review Inside First Tutorial Official Viral Breaking Exposed Exposed New Review E,20,Gaming,2023-09-03 08:00:00,14,5,98,3489,8,2278,17268627,1266384,42129,301895,0.0733,0.017482,1,207,1,1
vid_01128,Best vs Inside First Breaking ,17,Sports,2023-05-23 08:00:00,3,6,30,3281,4,246,428666,19391,1749,1779,0.0452,0.00415,0,107,1,0
vid_01129,Breaking Last Last Real Viral vs Secret Top Top vs Last Tutorial Official Viral Exposed Ne,10,Music,2023-06-05 00:00:00,11,1,90,2647,7,405,120771,11551,617,1426,0.0956,0.011807,0,135,0,0
vid_01130,Official New Breaking How Best Guide Explained Real Reaction Guide Viral Why Top Amazing Fi,27,Education,2023-08-25 08:00:00,12,0,91,4033,8,1639,2498334,128366,2850,20081,0.0514,0.008038,1,104,0,1
vid_01131,Review How Last Review First Inside Last Reaction Top,27,Education,2023-02-08 00:00:00,1,4,53,2241,4,40,2952879,179601,8006,47265,0.0608,0.016006,1,250,1,1
vid_01132,Viral Breaking How Last Tutorial vs Top Viral Reaction Offic,22,People & Blogs,2023-02-10 00:00:00,18,5,60,2685,9,3113,90812,7362,150,2311,0.0811,0.025448,0,171,1,0
vid_01133,Amazing Breaking 2024 Explained How New Exposed vs Top vs Tut,26,Howto & Style,2023-03-01 04:00:00,18,3,61,706,24,2969,55574356,3092554,86651,758687,0.0556,0.013652,0,239,1,1
vid_01134,How Why First Review Last Why How Inside vs New Last Break,24,Entertainment,2023-04-20 04:00:00,3,0,58,3862,1,1643,800270,51232,752,10857,0.064,0.013567,0,157,0,1
vid_01135,2024 Exposed First Why ,24,Entertainment,2023-05-07 16:00:00,3,4,23,3390,8,2512,1259613,130251,6439,34330,0.1034,0.027254,1,97,1,1
vid_01136,Viral Best Exposed Tutorial Viral New Review Ultimate Exposed Ul,10,Music,2023-06-02 04:00:00,10,3,64,3961,10,847,1299306,59935,4950,23009,0.0461,0.017709,0,181,1,1
vid_01137,Challenge New Real Reaction Best Challenge Inside Real Review Official Explained Challenge ,24,Entertainment,2023-02-11 04:00:00,4,2,91,1846,3,3474,1240480,46391,2910,21608,0.0374,0.017419,1,214,0,1
vid_01138,Exposed Last Official 2024 Review Last Top Breaking Official Challenge Bes,22,People & Blogs,2023-03-07 16:00:00,19,3,74,4413,21,1326,202363,12051,778,1739,0.0596,0.008593,0,185,0,0
vid_01139,Amazing Tutorial 2024 How How,25,News & Politics,2023-07-11 00:00:00,10,1,29,1812,21,3008,22800581,1554860,43617,424637,0.0682,0.018624,1,178,0,1
vid_01140,Reaction vs Review Real Review New Explained Why v,24,Entertainment,2023-05-08 16:00:00,9,1,50,4522,21,720,291259,22962,940,5155,0.0788,0.017699,0,247,1,0
vid_01141,Ultimate Amazing Challenge How Why Explained Last Tutorial Challenge 2024 Gui,27,Education,2023-05-25 12:00:00,7,2,77,3335,1,1629,2851323,181110,15588,35666,0.0635,0.012509,1,96,0,1
vid_01142,First New First Review New Last vs New Explained Inside Amazing Ultimate Official B,25,News & Politics,2023-08-25 20:00:00,5,0,83,1635,22,1562,188173,19022,340,5594,0.1011,0.029728,0,252,0,0
vid_01143,Review Viral Ultimate How Real New Viral Tutorial Top Viral Challenge Ultimate Tutorial Ultima,24,Entertainment,2023-05-02 00:00:00,5,4,94,3613,28,1185,136751,4586,399,3634,0.0335,0.026574,0,54,1,0
vid_01144,Amazing Explained Official 2024 Explained Ultimate Expl,27,Education,2023-03-15 20:00:00,7,3,55,2490,5,2932,14926764,1027843,55022,339404,0.0689,0.022738,0,227,1,1
vid_01145,Real Best Real Viral Viral Challenge Best Last Real New vs vs New vs Reaction Best New N,27,Education,2023-02-03 20:00:00,22,1,88,4634,26,1977,364008,23443,2000,6036,0.0644,0.016582,0,73,0,0
vid_01146,Inside How Ultimate Amazing Amazing Tu,17,Sports,2023-03-02 04:00:00,14,0,38,4867,13,813,574174,50689,1957,8267,0.0883,0.014398,1,224,1,1
vid_01147,Last Review Viral Review Secret Exposed Last Last How Amazing Guide Review Official Challenge Br,20,Gaming,2023-11-22 20:00:00,13,2,96,3150,0,2396,847691,99150,4015,5393,0.117,0.006362,1,67,0,1
vid_01148,Challenge Reaction Breaking Official Official Tutorial Real Vir,10,Music,2023-07-20 00:00:00,10,6,63,3294,17,2921,55005777,4176796,324304,542708,0.0759,0.009866,1,133,1,1
vid_01149,Review Challenge First New 2024 ,22,People & Blogs,2023-10-21 00:00:00,11,5,32,1090,6,2002,25229690,2997764,241768,591506,0.1188,0.023445,1,205,1,1
vid_01150,How Viral How First A,28,Science & Technology,2023-11-02 20:00:00,12,6,21,3177,0,1906,5129765,293435,8999,72630,0.0572,0.014159,1,254,0,1
vid_01151,Explained Amazing ,26,Howto & Style,2023-06-03 04:00:00,7,6,18,2323,0,2698,75264614,2467033,240679,2000971,0.0328,0.026586,0,54,0,1
vid_01152,Amazing Tutorial Secret Official Challenge Explained vs First Inside Secret Explain,24,Entertainment,2023-04-25 12:00:00,17,1,83,3679,0,814,92922,4173,73,491,0.0449,0.005284,1,79,0,0
vid_01153,Inside Viral How Viral Inside Inside Inside Exposed Top Amazing Inside Bre,24,Entertainment,2023-09-22 20:00:00,0,2,74,2164,23,3269,1656724,108616,1755,26080,0.0656,0.015742,1,50,1,1
vid_01154,Tutorial Best Exposed Guide Challenge vs How Breaking Viral Guide How,25,News & Politics,2023-10-29 08:00:00,14,3,69,1727,3,426,583175,34098,2168,11524,0.0585,0.019761,1,135,0,1
vid_01155,Last Official Ultimate Viral O,25,News & Politics,2023-04-10 08:00:00,7,6,30,3144,3,3281,21065,815,61,336,0.0387,0.01595,1,131,1,0
vid_01156,Viral New Why Breaking Breaking Official Breaking Tutorial Best Reaction Reaction Why Real React,26,Howto & Style,2023-11-04 04:00:00,10,6,96,1048,28,1111,1018228,70196,6772,27275,0.0689,0.026787,0,223,1,1
vid_01157,Challenge How First Tutorial Best Last Last,24,Entertainment,2023-05-04 16:00:00,11,4,43,2334,17,1533,201152,12155,564,5973,0.0604,0.029694,0,118,0,0
vid_01158,Explained Exposed Official Last Real ,23,Comedy,2023-09-25 12:00:00,11,1,37,1639,26,2063,6992170,286928,3522,30480,0.041,0.004359,0,80,1,1
vid_01159,Review Reaction Viral Why vs,22,People & Blogs,2023-10-21 16:00:00,3,1,28,1211,10,1644,260740,14771,949,1243,0.0567,0.004767,0,247,1,0
vid_01160,Real Real Ultimate Top Tutorial Ultimate Breaking Inside Real Ultimate 2024 Amazing Best Top ,24,Entertainment,2023-07-06 00:00:00,15,3,93,2570,26,489,225563,24762,893,1078,0.1098,0.004779,1,140,0,0
vid_01161,Ultimate 2024 Inside Amazing Inside 2024 How Real Best Tutorial,20,Gaming,2023-01-18 04:00:00,3,5,63,3905,0,2138,8034744,459461,22497,166754,0.0572,0.020754,1,233,1,1
vid_01162,Explained Inside Reaction Guide vs Exposed vs E,26,Howto & Style,2023-05-16 00:00:00,4,0,47,4698,27,2446,432566,40771,2200,5107,0.0943,0.011806,0,142,1,0
vid_01163,Viral vs Official Challenge Amazing Rea,23,Comedy,2023-07-28 16:00:00,23,4,39,744,9,3222,4305919,366365,5790,95876,0.0851,0.022266,0,176,0,1
vid_01164,Viral Best Secret Top Last Best Rea,22,People & Blogs,2023-09-06 08:00:00,4,1,35,4462,8,2796,1310513,89699,4820,16720,0.0684,0.012758,1,205,0,1
vid_01165,Reaction vs Explained Challenge,24,Entertainment,2023-07-16 08:00:00,7,4,31,4913,22,575,1118780,57630,2787,21481,0.0515,0.0192,1,65,1,1
vid_01166,Breaking Exposed Why Viral Review Bre,28,Science & Technology,2023-06-01 00:00:00,9,1,37,3848,3,3118,285134,18023,1336,6651,0.0632,0.023326,0,103,1,0
vid_01167,Ultimate Guide Challenge Top Amazing vs First Viral Challenge Exposed W,17,Sports,2023-08-14 12:00:00,16,4,71,3733,27,2573,1092498,90993,6197,18461,0.0833,0.016898,0,230,1,1
vid_01168,Reaction Amazing vs Top How New First Ultimate Challenge Why Explained Secret Ultimate Secret F,20,Gaming,2023-04-24 00:00:00,8,2,95,2021,5,526,349170,21497,573,5812,0.0616,0.016645,0,189,1,0
vid_01169,Exposed Breaking New Why First 2024 2024 Official Top Explained New 2024,28,Science & Technology,2023-01-19 04:00:00,21,6,72,1553,29,534,145745,7191,205,518,0.0493,0.003554,0,69,0,0
vid_01170,Inside First Best Amazing Ex,25,News & Politics,2023-04-15 00:00:00,18,1,28,3299,15,3046,708492,28680,934,9148,0.0405,0.012912,1,131,1,1
vid_01171,New Why 2024 Ultimate Last Reactio,25,News & Politics,2023-02-21 08:00:00,13,4,34,4268,1,3416,5167281,564158,14727,86952,0.1092,0.016827,1,211,1,1
vid_01172,Top Review Best Ultimate Inside Amazing Last,24,Entertainment,2023-11-01 04:00:00,7,0,44,3292,22,1122,1468700,102262,7071,21145,0.0696,0.014397,1,230,1,1
vid_01173,Tutorial Tutorial Real Explained ,25,News & Politics,2023-02-13 00:00:00,8,2,33,1918,17,2238,1764174,152193,15143,47849,0.0863,0.027123,0,241,1,1
vid_01174,Tutorial Real Challenge New Secret Tutorial 2024 Amazing Top 2024 2,20,Gaming,2023-03-19 20:00:00,21,2,67,1721,9,1667,857001,63535,4364,23387,0.0741,0.027289,1,200,0,1
vid_01175,Real New Reaction Reaction Best Secret 2024 Inside How Top First Viral,22,People & Blogs,2023-06-26 16:00:00,10,0,70,1132,23,747,15547,1687,108,386,0.1085,0.024826,1,158,1,0
vid_01176,Amazing Amazing First Ultimate Explained Guide Why Reaction Challenge 2024 Amazing First La,27,Education,2023-09-30 20:00:00,22,4,91,1778,23,3246,49090,3889,182,583,0.0792,0.011876,0,204,0,0
vid_01177,Breaking vs Amazing Amazing Breaking Breaking Why Official How Exposed Why Secret Viral Exposed ,10,Music,2023-10-05 00:00:00,0,3,96,3901,16,1622,262968,19267,734,5733,0.0733,0.021801,0,162,0,0
vid_01178,Reaction Top Guide Amazing Last Guide,26,Howto & Style,2023-09-19 04:00:00,13,0,37,2192,12,3070,68816,7790,716,857,0.1132,0.012453,0,66,0,0
vid_01179,Viral Review Exposed Tutorial Guide First Ultimate vs 2024 Explained Guide T,22,People & Blogs,2023-05-09 00:00:00,4,4,76,1198,23,1438,172156,16315,1585,1333,0.0948,0.007743,0,225,0,0
vid_01180,Exposed Challenge Viral Viral Best Breaking Rea,27,Education,2023-10-06 20:00:00,20,0,47,303,17,298,248395,9945,544,2718,0.04,0.010942,0,198,0,0
vid_01181,Amazing Review Why Last Explaine,23,Comedy,2023-09-10 16:00:00,13,0,32,4152,21,1976,170291,7832,282,520,0.046,0.003054,0,227,1,0
vid_01182,New Inside Explained Amazing Challenge Top Top Guide 2024 Explained Exposed Last Breaki,20,Gaming,2023-09-04 20:00:00,3,1,87,3592,12,1507,8113086,818132,64886,86173,0.1008,0.010621,1,217,0,1
vid_01183,Challenge Secret Top Best Amazing Tutorial Amaz,28,Science & Technology,2023-03-18 20:00:00,21,4,47,2825,16,2776,712247,74947,1642,10228,0.1052,0.01436,1,175,0,1
vid_01184,Top First Official Official Official Tutorial ,27,Education,2023-04-25 20:00:00,22,3,46,4687,4,1571,3010081,237998,18778,86416,0.0791,0.028709,1,52,0,1
vid_01185,Official Challenge Exposed Top Why Last Inside Secret Ultimate Explained Ch,20,Gaming,2023-09-06 12:00:00,0,6,75,3383,10,894,820101,65526,5484,8273,0.0799,0.010088,1,66,1,1
vid_01186,Tutorial First Viral Amazing First Inside Review 2024 Review Challen,17,Sports,2023-03-01 16:00:00,21,1,68,4234,6,2427,9107219,791180,16805,247453,0.0869,0.027171,1,238,0,1
vid_01187,Reaction Ultimate How 2024 Real,28,Science & Technology,2023-11-01 08:00:00,22,0,31,3329,28,139,3196366,222212,21758,24410,0.0695,0.007637,1,99,1,1
vid_01188,Official Tutorial Top Official Be,25,News & Politics,2023-07-26 12:00:00,18,6,33,4358,9,3584,256288,23378,2307,1675,0.0912,0.006536,0,171,0,0
vid_01189,2024 Exposed Review Guide Guide 2024 2024 How Viral Breaking Why New 2024 Exposed To,25,News & Politics,2023-05-27 20:00:00,7,5,84,2931,16,2484,15110993,600863,56664,242544,0.0398,0.016051,0,139,0,1
vid_01190,First Ultimate vs How Real Breaking Explained Re,28,Science & Technology,2023-08-14 16:00:00,14,6,48,315,14,679,257683,30023,1640,5283,0.1165,0.020502,0,136,1,0
vid_01191,Top vs Amazing First Tutorial Guide Amazing Guide Tutorial Best Real Tutorial New 2024 New vs vs W,23,Comedy,2023-02-09 08:00:00,20,0,98,2390,17,2128,1020938,99555,3200,2333,0.0975,0.002285,1,55,1,1
vid_01192,Official First Exposed 2024 First Viral,23,Comedy,2023-11-04 16:00:00,14,0,39,3198,22,3504,1002903,87057,5430,7432,0.0868,0.00741,1,205,1,1
vid_01193,Exposed Guide Official Guide Secret Official Official How Ultimate Ultimate Secret,23,Comedy,2023-10-20 20:00:00,8,4,82,3409,21,1529,1065608,62305,2977,15147,0.0585,0.014214,0,249,0,1
vid_01194,Best Best Inside Inside Viral Best Challenge Breaking First Viral Viral New Real Explain,27,Education,2023-06-14 08:00:00,20,4,88,1054,18,1140,2596294,115498,3295,27518,0.0445,0.010599,0,104,1,1
vid_01195,Reaction Breaking vs Real Reaction Viral Tutorial Reaction Exposed First Guide How Guide,26,Howto & Style,2023-06-10 08:00:00,8,1,88,2144,29,3169,113299,7573,364,2454,0.0668,0.021659,0,235,1,0
vid_01196,New Last Ultimate Why Breaking 2024 Top Real Ultimate Review Official Explained Viral Reaction Expl,27,Education,2023-11-25 04:00:00,9,3,99,4767,25,625,1594711,142793,9959,25234,0.0895,0.015824,0,222,1,1
vid_01197,Explained Inside Secret L,24,Entertainment,2023-10-30 16:00:00,19,1,25,3321,1,1008,1763011,153441,2513,9961,0.087,0.00565,0,249,1,1
vid_01198,Challenge New Top Exposed New ,10,Music,2023-05-16 20:00:00,20,2,30,4572,25,3143,712889,45936,1837,19204,0.0644,0.026938,1,196,1,1
vid_01199,First Reaction Reaction Why Last Tutorial vs Amazing Amazing Secret Officia,28,Science & Technology,2023-11-10 08:00:00,8,0,75,259,3,760,361573,30804,357,3432,0.0852,0.009492,1,151,0,0
vid_01200,Amazing Top Tutorial Viral Review Breaking Top Real Exposed First Reaction Reaction Reaction V,22,People & Blogs,2023-07-12 12:00:00,2,6,94,937,2,86,118797,12264,949,2637,0.1032,0.022197,1,78,1,0
vid_01201,Challenge Best Breaki,10,Music,2023-04-11 20:00:00,19,5,21,203,6,2815,1470485,47593,3220,34729,0.0324,0.023617,0,200,0,1
vid_01202,How Real Last Viral 2024 Amazi,17,Sports,2023-08-17 16:00:00,10,0,30,3643,23,2273,154959,10933,170,4483,0.0706,0.02893,1,160,1,0
vid_01203,Guide First Secret Official Wh,27,Education,2023-04-06 20:00:00,5,0,30,464,17,1813,678870,66712,6459,10493,0.0983,0.015457,0,209,1,1
vid_01204,Official Breaking 2024 Exposed New Breaking Ultimate S,27,Education,2023-01-16 12:00:00,1,1,54,3474,9,1731,559611,44294,533,10553,0.0792,0.018858,1,59,0,1
vid_01205,Why Ultimate Best How Tuto,20,Gaming,2023-07-27 04:00:00,6,5,26,1334,6,3163,40075,3551,224,429,0.0886,0.010705,0,140,0,0
vid_01206,Last How Amazing Review Viral Breaking Last Revie,10,Music,2023-10-23 08:00:00,17,5,49,3198,7,1316,90681,6937,554,1874,0.0765,0.020666,0,226,0,0
vid_01207,Top How Viral Official First Viral ,20,Gaming,2023-11-08 04:00:00,1,5,35,818,5,141,1054268,125741,10173,15221,0.1193,0.014437,1,242,0,1
vid_01208,How New Secret Real Why Why 2024 Why New First 2024 Official Rea,22,People & Blogs,2023-03-21 16:00:00,16,1,64,1032,21,2842,197993,6913,90,2710,0.0349,0.013687,1,78,1,0
vid_01209,2024 Last Breaking Reaction Why Best Why Last Explained T,20,Gaming,2023-11-15 04:00:00,10,0,57,3252,25,740,204824,15196,1391,5286,0.0742,0.025807,1,236,0,0
vid_01210,Exposed First Secret Real Expos,10,Music,2023-05-08 00:00:00,11,1,31,4724,0,1231,128624,4916,455,315,0.0382,0.002449,1,94,1,0
vid_01211,Last Explained Viral Ultimate Review How Chall,28,Science & Technology,2023-03-24 00:00:00,18,4,46,3576,3,977,210558,9344,565,5595,0.0444,0.026572,1,244,1,0
vid_01212,Viral Inside 2024 Review Inside 2024 Reaction How Revie,17,Sports,2023-08-11 00:00:00,21,4,55,2837,13,55,15727220,1013988,54134,404347,0.0645,0.02571,0,100,1,1
vid_01213,Inside vs Ultimate U,27,Education,2023-01-16 08:00:00,23,1,20,2260,16,2487,67769,2981,41,1062,0.044,0.015671,1,150,0,0
vid_01214,Top Review Secret Last Viral Challenge Am,22,People & Blogs,2023-03-20 00:00:00,6,5,41,1088,19,787,7931064,925807,56081,120678,0.1167,0.015216,1,177,0,1
vid_01215,Ultimate Breaking Ultimate 2024 Se,27,Education,2023-04-13 04:00:00,19,0,34,3982,17,2608,341517,39346,1843,3924,0.1152,0.01149,0,60,0,0
vid_01216,Last Top Top Inside Review Secret Insid,24,Entertainment,2023-06-12 12:00:00,5,1,39,591,10,1830,188211,11339,902,5614,0.0602,0.029828,1,131,1,0
vid_01217,Exposed Inside vs Last Why First Explained Breaking Ultimate Tutorial Ultimate E,17,Sports,2023-10-02 12:00:00,20,1,80,408,28,3418,1235955,108241,5016,5220,0.0876,0.004223,0,177,0,1
vid_01218,Inside Exposed How Why ,26,Howto & Style,2023-10-09 08:00:00,23,1,23,899,20,1585,559744,43681,3124,10140,0.078,0.018115,1,55,0,1
vid_01219,Inside Tutorial Inside Tutorial Explained Review Exposed Ultimate W,20,Gaming,2023-08-11 20:00:00,0,2,67,4572,25,3207,356560,36869,705,7405,0.1034,0.020768,1,116,1,0
vid_01220,Review Tutorial Amazing Last Guide Best Reaction Explained Guide Exposed Am,25,News & Politics,2023-09-20 12:00:00,16,4,75,2594,13,2826,788676,68196,1497,22158,0.0865,0.028095,0,111,0,1
vid_01221,New Viral Challenge Best Breaking Real Exposed 2024 ,10,Music,2023-08-23 16:00:00,10,6,52,4631,8,1871,718089,21558,486,16965,0.03,0.023625,1,182,1,1
vid_01222,Review vs Breakin,27,Education,2023-09-14 16:00:00,21,5,17,1881,26,3565,483185,47683,672,9505,0.0987,0.019672,1,186,0,0
vid_01223,Ultimate Challenge Guide First Explained Official Explained Amazing First Guide How Secret Viral I,20,Gaming,2023-03-11 16:00:00,17,3,98,1522,14,2323,3289666,319809,18779,14433,0.0972,0.004387,1,77,0,1
vid_01224,Tutorial Breaking First How Secret 2024 How Top Official Exposed Amazing vs Exposed ,22,People & Blogs,2023-08-12 00:00:00,20,6,84,1486,11,1134,63194,4794,390,748,0.0759,0.011836,1,254,0,0
vid_01225,Official Tutorial Secret Challenge Best Tutorial Review Challenge Cha,27,Education,2023-05-01 08:00:00,16,5,69,379,9,691,102326,11385,739,514,0.1113,0.005023,0,87,0,0
vid_01226,Challenge Expla,26,Howto & Style,2023-08-09 12:00:00,6,3,15,4404,18,938,107067,11965,738,2843,0.1118,0.026553,0,92,0,0
vid_01227,Real Guide First Ultimate First Breaking 2024 Best How First Real Reaction Best Firs,17,Sports,2023-01-03 20:00:00,16,2,84,4288,23,2473,75771,5845,416,1722,0.0771,0.022726,1,166,1,0
vid_01228,Breaking Real Tutorial How Breaking Best Ultimate Amazing R,17,Sports,2023-04-28 12:00:00,19,1,59,4058,18,551,914570,77481,3143,21006,0.0847,0.022968,1,198,0,1
vid_01229,Amazing Secret Review Secret Explained Breaking Official Reac,27,Education,2023-04-26 12:00:00,8,2,61,4772,5,1886,1098828,131515,5599,21883,0.1197,0.019915,0,239,0,1
vid_01230,Official Review New First Guide Best Why Amazing New Explained Last Breaking Why Challenge Ne,22,People & Blogs,2023-04-18 00:00:00,16,2,93,1438,19,1789,12931,735,28,203,0.0568,0.015697,0,95,0,0
vid_01231,Ultimate Official Explained How Last Why,17,Sports,2023-03-12 04:00:00,19,6,40,4235,23,3003,333780,19764,1464,1785,0.0592,0.005348,1,247,0,0
vid_01232,Best Review Challenge First ,17,Sports,2023-01-17 12:00:00,21,0,28,769,26,2341,347137,16124,395,3666,0.0464,0.010561,0,215,0,0
vid_01233,New Guide Last Tutorial Official Exposed How Breaking Breaking Real ,26,Howto & Style,2023-06-12 16:00:00,21,6,68,3285,5,819,370248,40959,457,1840,0.1106,0.00497,0,98,0,0
vid_01234,Viral Official Challenge Exposed Viral Breaking Challenge Last vs Viral Official Tuto,10,Music,2023-02-18 00:00:00,7,4,85,4626,7,1327,43776,4246,270,964,0.097,0.022021,0,252,0,0
vid_01235,Viral Breaking Best Review Viral Top Reaction vs Reaction vs,22,People & Blogs,2023-05-14 00:00:00,16,3,60,2181,0,1759,276877,10938,1037,1563,0.0395,0.005645,0,88,1,0
vid_01236,Breaking Top New 2024 New 2024 Viral New Vira,22,People & Blogs,2023-07-24 04:00:00,6,1,45,1150,21,201,108557,12848,833,2318,0.1184,0.021353,1,120,1,0
vid_01237,Review Review Guide Inside Challenge Best Viral vs Exposed Tutorial Expos,28,Science & Technology,2023-01-05 16:00:00,0,6,73,722,16,294,242345,23213,1867,5107,0.0958,0.021073,0,176,0,0
vid_01238,Reaction Viral New Inside Inside Exposed Tu,28,Science & Technology,2023-03-16 04:00:00,12,3,43,566,16,2016,25328,2698,190,362,0.1065,0.014292,1,207,1,0
vid_01239,First vs Last Best Inside Offic,17,Sports,2023-08-07 16:00:00,22,5,31,2582,23,1079,282138,9686,530,1388,0.0343,0.00492,1,198,0,0
vid_01240,Exposed Amazing Real vs Guid,25,News & Politics,2023-06-14 00:00:00,18,3,28,3720,14,1522,203725,15370,1147,2063,0.0754,0.010126,0,50,1,0
vid_01241,Top Exposed Last Official Top Ultimate How Tutoria,28,Science & Technology,2023-08-12 12:00:00,23,5,50,831,6,1915,348922,32405,2727,3587,0.0929,0.01028,1,209,0,0
vid_01242,Amazing Tutorial Best Breaking Best Best Breaking Amazing 2024 Ultimate ,17,Sports,2023-09-17 12:00:00,18,6,72,3573,18,505,1224031,96533,2917,26085,0.0789,0.021311,1,185,0,1
vid_01243,Secret Viral Official Official vs Top ,23,Comedy,2023-10-20 16:00:00,16,4,38,3608,21,2433,408185,36735,1478,1754,0.09,0.004297,0,118,1,0
vid_01244,Challenge Guide Guide Official Ultimate Reaction vs vs New Explained Real Fir,24,Entertainment,2023-07-03 20:00:00,12,6,77,2436,24,1079,1845224,191181,5761,46209,0.1036,0.025042,0,79,0,1
vid_01245,Viral 2024 2024 Ultimate Explained Revi,24,Entertainment,2023-07-01 12:00:00,15,5,39,4832,22,63,231103,14719,746,5331,0.0637,0.023068,0,164,1,0
vid_01246,Exposed Viral Top Exposed Challenge Amazing Reaction Official Why Inside ,22,People & Blogs,2023-11-15 20:00:00,7,3,73,1639,27,2341,1549982,164887,14783,9924,0.1064,0.006403,1,57,0,1
vid_01247,Breaking Exposed Amazing Best Why Review New E,25,News & Politics,2023-05-01 12:00:00,18,3,46,1551,2,1191,5935850,265109,10887,129732,0.0447,0.021856,1,162,0,1
vid_01248,Secret Tutorial Reaction Viral Viral Guide Why New vs Review Why Tutorial 2024 Reaction Guide Fi,26,Howto & Style,2023-01-28 08:00:00,17,5,96,3844,29,845,832782,45286,1979,16977,0.0544,0.020386,1,68,0,1
vid_01249,Viral Tutorial Guide Review Ulti,10,Music,2023-06-16 20:00:00,0,2,32,4368,29,2952,490080,16614,1452,11122,0.0339,0.022694,1,108,0,0
vid_01250,Top Guide Real Last Reaction Top Explained Viral Ne,28,Science & Technology,2023-02-08 08:00:00,13,4,51,3130,28,783,1025983,64430,3632,6647,0.0628,0.006479,0,232,1,1
vid_01251,Guide Explained Guide Reaction Official ,23,Comedy,2023-04-20 20:00:00,18,0,40,1126,21,595,1366677,87729,5104,7612,0.0642,0.00557,1,207,0,1
vid_01252,Best Last Challenge Top,17,Sports,2023-08-20 16:00:00,14,1,23,1150,10,491,3218928,329857,28853,25294,0.1025,0.007858,0,128,1,1
vid_01253,Reaction Review Tutorial Breaking Official Review vs Secret Tutorial Breaking ,25,News & Politics,2023-01-08 16:00:00,17,3,78,552,19,3269,1846567,163941,8876,21439,0.0888,0.01161,0,85,1,1
vid_01254,Secret New Ultimate Secret Amazing Exposed How Breaking Challenge 2024 Why Top Top vs ,22,People & Blogs,2023-04-09 16:00:00,1,1,86,1389,29,1684,1886981,130777,9329,45318,0.0693,0.024016,0,104,0,1
vid_01255,Reaction New Official Secret Secre,28,Science & Technology,2023-01-26 00:00:00,21,0,34,3935,28,2732,670458,59463,1052,15018,0.0887,0.0224,0,93,0,1
vid_01256,Top Challenge Viral Best Official Last 2024 First Viral How New How ,25,News & Politics,2023-07-28 08:00:00,16,6,68,673,18,110,940313,32676,852,26176,0.0348,0.027838,1,204,1,1
vid_01257,Best Why Viral New 2024 Official Official 2024 First Explained Guide Best Real Real Best vs How v,28,Science & Technology,2023-08-28 08:00:00,17,1,97,1936,8,2834,948718,43853,2034,2561,0.0462,0.002699,0,126,1,1
vid_01258,Last Ultimate Why Tutorial Breaking Guide Ex,10,Music,2023-06-03 12:00:00,5,0,44,3400,9,1967,76426,6605,360,102,0.0864,0.001335,1,127,0,0
vid_01259,Breaking Real Tutorial Review Guide Guide Secret Guide New New New ,10,Music,2023-11-22 12:00:00,18,5,67,1100,1,899,4241896,372111,36063,90246,0.0877,0.021275,0,150,1,1
vid_01260,Challenge New Review Inside vs New Tutorial Explained Viral Tutorial Top Offi,26,Howto & Style,2023-09-13 04:00:00,3,2,77,3822,0,1460,21922,2185,212,199,0.0997,0.009077,0,231,1,0
vid_01261,Tutorial Last Last Guide ,24,Entertainment,2023-07-05 08:00:00,0,3,25,3966,29,1099,1594285,105653,9150,17040,0.0663,0.010688,0,225,1,1
vid_01262,Ultimate Guide 2024 Official Review Last Revi,20,Gaming,2023-09-26 00:00:00,7,0,45,4068,15,628,1085971,103199,3963,18306,0.095,0.016857,1,79,0,1
vid_01263,Ultimate Last Breaking Ultimate Why Best Reaction Ultimate vs R,20,Gaming,2023-11-06 00:00:00,22,1,63,1379,17,1664,265211,24282,2349,1052,0.0916,0.003967,0,88,1,0
vid_01264,Ultimate Secret Review Breaking I,28,Science & Technology,2023-01-27 20:00:00,6,3,33,4164,22,836,894609,104405,7521,17568,0.1167,0.019638,0,62,1,1
vid_01265,Viral Real How Challenge O,26,Howto & Style,2023-02-01 04:00:00,2,2,26,3417,25,1964,939802,46390,2104,9801,0.0494,0.010429,0,171,1,1
vid_01266,Real Tutorial Amazing Breakin,20,Gaming,2023-09-22 04:00:00,9,5,29,4001,16,1106,42022,3347,244,813,0.0796,0.019347,0,193,1,0
