video_id,title,category_id,category_name,upload_date,upload_hour,upload_day,title_length,description_length,tag_count,duration_seconds,views,likes,dislikes,comments,like_view_ratio,comment_view_ratio,has_face_thumbnail,thumbnail_brightness,has_text_thumbnail,trending,duration_minutes,is_weekend,is_prime_time,optimal_tags,optimal_title
vid_00847,Ultimate Review Top Ultimate 2024 Last Guide Amazing Breaking Viral R,22,People & Blogs,2023-03-20 12:00:00,7,3,69,1490,23,2016,91988.0,5344.0,146,267.0,0.0581,0.002903,0,235,1,0,33.6,0,0,0,0
vid_00848,Last vs Reaction Real F,27,Education,2023-01-02 04:00:00,3,4,23,815,12,1476,30303409.0,2775455.4299999997,101903,585482.84,0.1119,0.022913,1,142,0,1,24.6,0,0,1,0
vid_00849,Challenge Explai,28,Science & Technology,2023-06-01 12:00:00,7,3,16,4529,11,2613,453093.0,40955.0,3021,2611.0,0.0904,0.005763,1,135,0,0,43.55,0,0,1,0
vid_00850,Best Reaction First Exposed Amazing Breaking Amazing Top Inside Exposed Tut,27,Education,2023-04-13 00:00:00,3,2,75,2488,4,1779,392597.0,34592.0,471,10797.0,0.0881,0.027501,0,227,0,0,29.65,0,0,0,0
vid_00851,Exposed Secret Exposed Exposed Official How Reaction Of,17,Sports,2023-10-01 08:00:00,23,5,55,4142,9,2147,584186.0,46937.0,686,6818.0,0.0803,0.011671,1,170,0,1,35.78,1,0,1,1
vid_00852,Why Secret Real New How Best New New Real First Amazing Ne,22,People & Blogs,2023-11-18 08:00:00,2,0,58,4833,27,1933,7963688.0,271720.0,17589,162838.0,0.0341,0.020448,0,128,0,1,32.22,0,0,0,1
vid_00853,First Breaking Tutorial Amazing Explained Explained Why Explained vs Challenge,10,Music,2023-04-30 08:00:00,2,4,78,1199,23,2293,27881.0,3174.0,215,210.0,0.1138,0.007532,1,59,1,0,38.22,0,0,0,0
vid_00854,New 2024 New How Review Real Official Guide C,28,Science & Technology,2023-09-15 20:00:00,17,2,45,3615,8,3205,602938.0,52162.0,3644,4805.0,0.0865,0.007969,1,198,0,1,53.42,0,0,1,1
vid_00855,Ultimate Top First How Review Exposed Exposed Breaking Inside,24,Entertainment,2023-10-27 04:00:00,18,1,61,4192,19,1107,38380.0,4585.0,199,678.0,0.1195,0.017665,1,78,1,0,18.45,0,1,0,0
vid_00856,Tutorial 2024 Ex,27,Education,2023-07-04 20:00:00,18,5,16,2022,6,2883,9822.0,769.0,63,169.0,0.0783,0.017205,1,145,0,0,48.05,1,1,0,0
vid_00857,Top Amazing Guide Tutorial First Official Ultimate Breaking Inside Guide Secret New vs Guide Ama,20,Gaming,2023-03-23 16:00:00,20,6,96,2716,1,2407,189965.0,17839.0,1035,4424.0,0.0939,0.023288,1,59,1,0,40.12,1,1,0,0
vid_00858,Official Challenge Best Guide Viral Viral Exposed How First Tutorial Real 2024 Why Breaking,23,Comedy,2023-05-13 20:00:00,4,6,91,513,21,877,1068382.0,37456.0,730,24547.0,0.0351,0.022976,1,62,0,1,14.62,1,0,0,0
vid_00859,Explained Viral Official Top Best Why Ultimate Ultimate Tutorial Reaction How Secre,10,Music,2023-01-31 16:00:00,17,0,83,4268,23,3304,121024.0,10511.0,859,2474.0,0.0868,0.020442,1,96,1,0,55.07,0,0,0,0
vid_00860,Exposed Exposed Ultimate How Reaction Real Top Best Inside First Challen,27,Education,2023-10-28 16:00:00,9,3,72,2231,27,1341,902006.0,89134.0,8536,12650.0,0.0988,0.014024,0,200,0,1,22.35,0,0,0,0
vid_00861,Ultimate Viral Real How Exposed Top Ultimate Last Challeng,27,Education,2023-11-23 04:00:00,21,0,58,1692,22,2122,825247.0,82579.0,1271,22140.0,0.1001,0.026828,0,99,0,1,35.37,0,1,0,1
vid_00862,How First Challenge Best How Viral Explained Top Secret Why Tutorial Viral Secret Challe,25,News & Politics,2023-10-30 12:00:00,20,6,88,3938,6,2906,554550.0,55072.0,2490,10566.0,0.0993,0.019053,1,181,1,1,48.43,1,1,0,0
vid_00863,Tutorial How Review vs Why Top Exposed Why Last Review Guide New Expos,25,News & Politics,2023-03-13 16:00:00,5,1,70,890,7,2275,4958908.0,249757.0,13456,147357.0,0.0504,0.029716,1,165,1,1,37.92,0,0,0,0
vid_00864,How Reaction Official Viral Last Explained Ultimate vs Vi,10,Music,2023-06-21 00:00:00,0,4,57,2704,6,1269,191415.0,22545.0,522,4739.0,0.1178,0.024758,1,162,1,0,21.15,0,0,0,1
vid_00865,Ultimate Explained Best Exposed Best Exposed Vir,26,Howto & Style,2023-07-09 00:00:00,4,4,48,4168,20,1534,965585.0,115451.0,10170,2206.0,0.1196,0.002285,0,244,1,1,25.57,0,0,0,1
vid_00866,Tutorial Guide Ultimate Viral Inside Viral S,25,News & Politics,2023-06-07 00:00:00,8,5,44,615,22,1362,21795.0,802.0,28,224.0,0.0368,0.010277,1,134,1,0,22.7,1,0,0,1
vid_00867,Review Tutorial Last New Amazing Top Viral Real Amazing Last Review Ultimate Real Bes,20,Gaming,2023-04-10 12:00:00,11,4,85,1014,28,2973,528502.0,60397.0,4860,9293.0,0.1143,0.017584,0,102,1,1,49.55,0,0,0,0
vid_00868,vs New First Amazing Exposed First Ultimate New First Breaking Challenge How vs Amaz,28,Science & Technology,2023-04-10 04:00:00,13,5,84,2332,13,3536,384265.0,21538.0,1516,8424.0,0.056,0.021922,1,179,0,0,58.93,1,0,1,0
vid_00869,Challenge Top Explained Ultimate vs Why Amazing Guide vs Viral Ultima,24,Entertainment,2023-11-26 20:00:00,1,5,69,1045,25,2409,60579.0,5575.0,355,1027.0,0.092,0.016953,1,117,0,0,40.15,1,0,0,0
vid_00870,Challenge vs Breaking Inside Guide Official Why Reaction Why Top Why Tutorial Vir,22,People & Blogs,2023-02-26 12:00:00,16,5,81,1237,18,725,1042424.0,62993.0,1719,24807.0,0.0604,0.023797,1,242,0,1,12.08,1,0,0,0
vid_00871,Ultimate Review Challenge F,24,Entertainment,2023-10-29 12:00:00,13,6,27,4971,4,56,134544.0,15754.0,470,1237.0,0.1171,0.009194,1,128,1,0,0.93,1,0,0,0
vid_00872,Secret Explained ,24,Entertainment,2023-10-18 16:00:00,12,6,17,4361,22,3267,11498120.0,449982.0,6417,72822.0,0.0391,0.006333,1,106,1,1,54.45,1,0,0,0
vid_00873,How New Last Viral Secret Exposed Reacti,22,People & Blogs,2023-03-25 00:00:00,8,3,40,3304,24,2395,6089.0,455.0,14,15.0,0.0747,0.002463,0,146,1,0,39.92,0,0,0,1
vid_00874,Guide Secret Exposed Why Official Breaking Guide Breaking New How Amazi,25,News & Politics,2023-01-03 00:00:00,14,2,71,706,17,3375,795420.0,54505.0,2239,14020.0,0.0685,0.017626,1,247,0,1,56.25,0,0,0,0
vid_00875,Reaction Review Inside Real Exposed vs,10,Music,2023-04-09 12:00:00,21,5,38,3032,19,3484,668857.0,39691.0,3373,14025.0,0.0593,0.020969,0,184,1,1,58.07,1,1,0,0
vid_00876,Inside Challenge 2024 Reaction Inside New Guide Explained Challenge,22,People & Blogs,2023-07-24 00:00:00,14,5,67,1163,11,2442,320220.0,28210.0,1212,3348.0,0.0881,0.010455,0,196,0,0,40.7,1,0,1,0
vid_00877,Ultimate vs Top Viral New 2024 Official Secret Guide Guide Explained Top How Amazing,17,Sports,2023-11-26 12:00:00,23,2,84,4456,22,3204,196247.0,8202.0,639,3688.0,0.0418,0.018793,1,221,1,0,53.4,0,0,0,0
vid_00878,Official Real First vs First Real Ultimate 2024 Official ,26,Howto & Style,2023-02-07 20:00:00,10,0,57,606,16,989,633238.0,59840.0,2965,1591.0,0.0945,0.002512,1,112,1,1,16.48,0,0,0,1
vid_00879,How How Secret Reaction Amazing Review Guide Breaking Why Secret Ultimate ,28,Science & Technology,2023-04-04 00:00:00,15,5,74,3069,12,1556,4130989.0,488503.0,39391,16026.0,0.1183,0.003879,1,114,1,1,25.93,1,0,1,0
vid_00880,Challenge Top Explained Last Top Breaking Inside Ultimate Review Best Be,23,Comedy,2023-04-07 20:00:00,16,3,72,2354,1,1898,21808.0,2233.0,218,465.0,0.1024,0.021321,0,88,0,0,31.63,0,0,0,0
vid_00881,Exposed Reaction Breaking Review Last Reaction Breaking 2024 vs,25,News & Politics,2023-02-08 16:00:00,3,4,63,2630,24,402,103696.0,11137.0,351,1210.0,0.1074,0.011669,0,158,1,0,6.7,0,0,0,0
vid_00882,Amazing Inside Challenge Top Review Exposed 2024 Exposed,26,Howto & Style,2023-09-11 00:00:00,0,4,56,101,12,1979,88172.0,5499.0,481,1804.0,0.0624,0.02046,0,75,0,0,32.98,0,0,1,1
vid_00883,Official Top Tutorial Breaking Top Best Explained Breaking New Official Official Top Expla,22,People & Blogs,2023-10-10 20:00:00,7,1,90,1411,25,274,70589.0,4181.0,275,1773.0,0.0592,0.025117,1,221,1,0,4.57,0,0,0,0
vid_00884,Secret Exposed Viral Secret Exposed Top Why Challenge vs Viral Guide First Last ,17,Sports,2023-01-08 20:00:00,16,1,80,1244,6,1870,819908.0,62751.0,5243,21092.0,0.0765,0.025725,0,61,1,1,31.17,0,0,0,0
vid_00885,Top Real Real Breaking Be,23,Comedy,2023-09-11 16:00:00,2,4,25,4069,27,3270,1278000.0,43599.0,2992,7658.0,0.0341,0.005992,0,199,1,1,54.5,0,0,0,0
vid_00886,Real Why Breaking 2024 Ultimate ,28,Science & Technology,2023-05-22 04:00:00,19,4,32,3188,9,1706,5055457.0,581793.0,28016,76348.0,0.1151,0.015102,0,126,1,1,28.43,0,1,1,0
vid_00887,Best Tutorial Real Tutorial Explained Top Why 2024 Review Challenge Best Exposed Last Inside Last I,28,Science & Technology,2023-07-22 08:00:00,14,6,99,1698,22,3519,1511990.0,64925.0,1981,33692.0,0.0429,0.022283,1,191,0,1,58.65,1,0,0,0
vid_00888,Guide Last Exposed First Official vs Reaction Reaction Last Viral ,25,News & Politics,2023-06-15 12:00:00,14,3,66,721,5,3457,1521269.0,169273.0,2759,35666.0,0.1113,0.023445,0,135,1,1,57.62,0,0,0,0
vid_00889,Top Best How Best Explained Breaking Review Explained 2024 2,22,People & Blogs,2023-10-13 16:00:00,23,2,60,827,2,2555,38331.0,1438.0,83,910.0,0.0375,0.02374,0,79,0,0,42.58,0,0,0,1
vid_00890,Explained Inside Last Reaction New 2024 Reaction Breaking ,26,Howto & Style,2023-05-24 00:00:00,21,1,58,4977,25,154,11318601.0,1177544.0,116729,86212.0,0.104,0.007617,1,221,1,1,2.57,0,1,0,1
vid_00891,2024 vs Best Official Exposed Guide ,10,Music,2023-07-26 16:00:00,13,6,36,2329,2,566,348780.0,15233.0,1164,2296.0,0.0437,0.006583,1,215,1,0,9.43,1,0,0,0
vid_00892,Why How Secret Reaction Secret First Ultimate Breaking First Guide ,26,Howto & Style,2023-03-23 20:00:00,22,6,67,3072,17,2783,3266255.0,109196.0,4308,59153.0,0.0334,0.01811,1,236,1,1,46.38,1,0,0,0
vid_00893,New vs First Top Reaction First vs First New Official vs 2024 Inside New ,26,Howto & Style,2023-02-12 04:00:00,13,2,73,1910,10,1949,44587.0,4224.0,356,1002.0,0.0947,0.022472,0,219,0,0,32.48,0,0,1,0
vid_00894,Official 2024 Amazing Guide vs Explained Ult,28,Science & Technology,2023-07-09 08:00:00,23,6,44,3189,21,1665,315133.0,17402.0,1378,3231.0,0.0552,0.010253,0,101,1,0,27.75,1,0,0,1
vid_00895,Real New Viral Real Re,10,Music,2023-05-21 04:00:00,1,3,22,1124,19,1455,2415528.0,227795.0,8051,9750.0,0.0943,0.004036,0,112,0,1,24.25,0,0,0,0
vid_00896,Top Why Inside Official Tutorial vs Inside Ultimate Inside Ultimate Off,10,Music,2023-01-09 08:00:00,12,4,71,1766,4,1570,535001.0,42777.0,482,11655.0,0.08,0.021785,1,238,0,1,26.17,0,0,0,0
vid_00897,Ultimate Reaction Best Top Top Top Reaction Breaking Viral Ultimate Top vs Secret Ultim,25,News & Politics,2023-02-18 12:00:00,13,5,87,1333,18,560,113874.0,4531.0,93,1103.0,0.0398,0.009686,0,169,1,0,9.33,1,0,0,0
vid_00898,Secret Explained Explained Last 20,23,Comedy,2023-01-10 00:00:00,23,2,34,4736,21,2863,5375842.0,612263.0,54465,31311.0,0.1139,0.005824,1,154,0,1,47.72,0,0,0,0
vid_00899,How Top Inside New Last Review Reaction,27,Education,2023-01-20 04:00:00,18,4,39,2036,26,283,86481.0,6114.0,521,456.0,0.0707,0.005273,1,211,1,0,4.72,0,1,0,0
vid_00900,Why New Inside How Secret Tutoria,24,Entertainment,2023-05-10 12:00:00,6,4,33,2683,27,2198,426442.0,40981.0,1498,4320.0,0.0961,0.01013,0,88,0,0,36.63,0,0,0,0
vid_00901,Official Reaction R,24,Entertainment,2023-06-08 08:00:00,2,0,19,1051,18,3133,1400454.0,105162.0,3750,25470.0,0.0751,0.018187,0,90,0,1,52.22,0,0,0,0
vid_00902,Ultimate Best Secret New Reaction 2024 How Tutorial Viral How 2024 Challenge Inside Viral,28,Science & Technology,2023-07-09 20:00:00,14,2,89,1096,29,690,19235009.0,1623291.0,132067,219157.0,0.0844,0.011394,0,170,0,1,11.5,0,0,0,0
vid_00903,First Inside Last Top How vs Ultimate Top Inside Top Reaction Breaking Top Exposed New Top Br,27,Education,2023-04-04 16:00:00,22,6,93,2226,14,1831,267544.0,15316.0,1445,427.0,0.0572,0.001596,1,157,0,0,30.52,1,0,1,0
vid_00904,Real 2024 Amazing Breaking New Top Exposed How Exposed Inside 2024 Amazing Last Expose,23,Comedy,2023-05-22 00:00:00,13,5,86,2388,29,1090,309324.0,14857.0,1190,1178.0,0.048,0.003808,1,214,1,0,18.17,1,0,0,0
vid_00905,First Ultimate Reaction New Secret Best Top Tutorial First Exposed Last Last Inside Viral Best Re,27,Education,2023-04-09 04:00:00,10,2,97,1905,15,1395,238440.0,18796.0,1212,2247.0,0.0788,0.009424,0,114,0,0,23.25,0,0,1,0
vid_00906,Official Best Viral Inside Review Challen,25,News & Politics,2023-10-17 04:00:00,14,6,41,550,23,1066,859680.0,59850.0,1905,17306.0,0.0696,0.020131,1,167,1,1,17.77,1,0,0,1
vid_00907,Reaction How Challenge 2024 Official Breaking Challeng,26,Howto & Style,2023-07-25 00:00:00,12,4,54,2283,8,1236,1682686.0,109560.0,6279,6490.0,0.0651,0.003857,0,128,0,1,20.6,0,0,1,1
vid_00908,Review Explained 2024 Guide Breaking How,28,Science & Technology,2023-09-06 20:00:00,17,5,40,4624,3,3366,3482546.0,315278.0,9778,60105.0,0.0905,0.017259,0,209,1,1,56.1,1,0,0,1
vid_00909,Secret Ultimate Official Review How Chall,10,Music,2023-07-10 20:00:00,5,6,41,2589,14,2165,2277336.0,209846.0,17358,10194.0,0.0921,0.004476,0,57,1,1,36.08,1,0,1,1
vid_00910,Last How Inside Exposed vs Why Best Top Reaction Last Secret Top Last Secret,28,Science & Technology,2023-01-21 16:00:00,2,3,76,4658,24,3563,207832.0,7093.0,317,1483.0,0.0341,0.007136,1,146,0,0,59.38,0,0,0,0
vid_00911,Official Exposed Last Best Amazing Secret Secret Exposed vs Last Official Last Secret Why Review ,24,Entertainment,2023-03-24 20:00:00,18,6,97,3764,11,2123,3695488.0,223528.0,19007,22148.0,0.0605,0.005993,1,67,0,1,35.38,1,1,1,0
vid_00912,Reaction 2024 Official Top Exposed Amazing Review Breaking Amazi,23,Comedy,2023-03-18 08:00:00,14,0,64,2382,22,3493,521665.0,34982.0,1551,1538.0,0.0671,0.002948,0,222,1,1,58.22,0,0,0,0
vid_00913,Why Amazing Best Ultimate New Ultimate Why Review Top Fi,27,Education,2023-10-11 16:00:00,22,4,56,650,2,1172,1861259.0,72068.0,6066,38097.0,0.0387,0.020468,0,145,0,1,19.53,0,0,0,1
vid_00914,Secret Exposed Review Reaction Amazing Reac,23,Comedy,2023-08-31 00:00:00,4,6,43,4334,22,3010,2372210.0,121530.0,4861,34251.0,0.0512,0.014438,1,82,0,1,50.17,1,0,0,1
vid_00915,Top Best How Top Breaking How Reaction vs Best 2024 V,25,News & Politics,2023-02-28 04:00:00,9,1,53,1038,13,1584,10982987.0,380535.0,18879,275679.0,0.0346,0.025101,0,54,0,1,26.4,0,0,1,1
vid_00916,Inside Tutorial Challenge First Secret New Reaction Best Top Official Chal,28,Science & Technology,2023-03-24 04:00:00,6,1,74,1931,16,3548,268738.0,32157.0,2102,1039.0,0.1197,0.003866,1,176,0,0,59.13,0,0,0,0
vid_00917,Real Reaction Last Review vs Inside Breaking Guide Best,22,People & Blogs,2023-06-01 04:00:00,16,0,55,4533,18,1785,182282.0,17551.0,286,947.0,0.0963,0.005195,0,123,0,0,29.75,0,0,0,1
vid_00918,Exposed Last Amazing Last 2024 Why Last First T,28,Science & Technology,2023-02-24 16:00:00,6,3,47,1804,5,1995,1251639.0,47400.0,4519,12375.0,0.0379,0.009887,1,175,0,1,33.25,0,0,0,1
vid_00919,Reaction 2024 Exposed 2024 Inside Exposed Real New First Amazing Why Top Best Why Best Reaction E,10,Music,2023-04-20 16:00:00,21,4,97,2514,3,774,5204334.0,165614.0,10205,120793.0,0.0318,0.02321,0,213,0,1,12.9,0,1,0,0
vid_00920,Breaking Viral Challenge Amazing Breaking 2024 Viral Best vs Inside Last Challenge Real Reaction ,28,Science & Technology,2023-11-15 00:00:00,11,2,97,2273,6,1659,564827.0,53509.0,2980,5573.0,0.0947,0.009867,1,200,0,1,27.65,0,0,0,0
vid_00921,2024 Viral Review Real Exposed,17,Sports,2023-10-05 20:00:00,16,0,30,4532,29,996,4180252.0,290641.0,24863,53691.0,0.0695,0.012844,0,217,0,1,16.6,0,0,0,0
vid_00922,Ultimate Reaction Secret Official Off,25,News & Politics,2023-01-09 12:00:00,12,3,37,1544,18,792,1761835.0,177613.0,15615,17171.0,0.1008,0.009746,1,54,1,1,13.2,0,0,0,0
vid_00923,2024 Guide Challenge ,20,Gaming,2023-03-16 00:00:00,19,2,21,902,16,2839,495856.0,56087.0,3197,1649.0,0.1131,0.003326,1,83,0,0,47.32,0,1,0,0
vid_00924,Explained New Exposed Challenge Top Guid,25,News & Politics,2023-05-31 08:00:00,3,1,40,501,24,823,1542746.0,129493.0,12101,43572.0,0.0839,0.028243,1,73,0,1,13.72,0,0,0,1
vid_00925,Inside Last Last How New E,27,Education,2023-10-08 08:00:00,9,1,26,2374,15,773,279118.0,13073.0,206,4719.0,0.0468,0.016907,1,194,0,0,12.88,0,0,1,0
vid_00926,Tutorial Ultimate How How First Amazing How First vs First Exposed Inside Breaking Rea,20,Gaming,2023-10-15 16:00:00,2,2,86,1808,14,1099,815698.0,81894.0,1653,19452.0,0.1004,0.023847,0,144,0,1,18.32,0,0,1,0
vid_00927,New Review Tutorial,27,Education,2023-04-22 00:00:00,8,0,19,4358,21,1561,73723.0,8553.0,544,1481.0,0.116,0.020088,1,120,0,0,26.02,0,0,0,0
vid_00928,Top Official Tutorial 2024 Reaction Review Reaction Why 2024 Challenge Real Inside ,27,Education,2023-03-06 04:00:00,12,1,83,3403,7,587,450034.0,37002.0,1549,7161.0,0.0822,0.015912,1,141,1,0,9.78,0,0,0,0
vid_00929,2024 How Challenge Secret First Breaking Official Best Reaction,10,Music,2023-06-08 16:00:00,17,4,63,4186,18,2024,2674947.0,244436.0,12656,9631.0,0.0914,0.0036,0,174,1,1,33.73,0,0,0,0
vid_00930,Top vs Review Last Inside Exposed Explai,10,Music,2023-11-16 00:00:00,14,5,40,4745,7,555,2226488.0,134419.0,5313,43726.0,0.0604,0.019639,1,71,0,1,9.25,1,0,0,1
vid_00931,Why Ultimate Explai,26,Howto & Style,2023-11-01 20:00:00,3,6,19,3388,17,2674,1352567.0,87020.0,4039,7446.0,0.0643,0.005505,0,64,1,1,44.57,1,0,0,0
vid_00932,Challenge Official Challenge Tutoria,24,Entertainment,2023-03-08 16:00:00,14,2,36,2638,27,869,853605.0,82047.0,6895,11111.0,0.0961,0.013017,1,150,0,1,14.48,0,0,0,0
vid_00933,2024 Reaction Tutorial Reaction Guide Tutorial Top Why Tutorial Tutorial Why Last Why Challen,26,Howto & Style,2023-06-07 20:00:00,21,2,93,1832,15,32,1139701.0,129355.0,8202,21932.0,0.1135,0.019244,1,64,0,1,0.53,0,1,1,0
vid_00934,Reaction Real Why New First,26,Howto & Style,2023-03-20 04:00:00,1,1,27,3570,19,1081,52002.0,4503.0,449,1231.0,0.0866,0.023672,1,202,1,0,18.02,0,0,0,0
vid_00935,2024 Secret Review Review 2024 Secret Why ,24,Entertainment,2023-10-05 04:00:00,14,0,42,1829,18,1434,386201.0,39039.0,3155,8058.0,0.1011,0.020865,1,102,1,0,23.9,0,0,0,1
vid_00936,vs Secret 2024 Breaking New Exposed Reaction Ul,22,People & Blogs,2023-11-14 08:00:00,7,4,47,3182,9,186,932943.0,42399.0,1468,19101.0,0.0454,0.020474,1,198,1,1,3.1,0,0,1,1
vid_00937,Official Challenge Breaking Top vs Vi,20,Gaming,2023-04-29 00:00:00,7,0,37,3623,16,2932,67226.0,3299.0,111,357.0,0.0491,0.00531,1,151,1,0,48.87,0,0,0,0
vid_00938,Secret Challenge Explained Last ,23,Comedy,2023-03-22 00:00:00,16,3,32,3268,12,1967,22677.0,1766.0,71,250.0,0.0779,0.011024,0,243,1,0,32.78,0,0,1,0
vid_00939,Why Explained 2024 Exposed Exposed Why Chall,26,Howto & Style,2023-11-24 20:00:00,11,3,44,3807,12,1984,4454968.0,204437.0,17559,9998.0,0.0459,0.002244,0,162,0,1,33.07,0,0,1,1
vid_00940,Secret How vs Review Top Last 2024 Real ,28,Science & Technology,2023-11-10 04:00:00,18,5,40,4066,6,540,858594.0,74826.0,932,18773.0,0.0871,0.021865,1,81,0,1,9.0,1,1,0,1
vid_00941,Inside Review Official Last Re,28,Science & Technology,2023-10-03 20:00:00,9,1,30,2887,26,3434,742459.0,41762.0,1282,21252.0,0.0562,0.028624,1,70,0,1,57.23,0,0,0,0
vid_00942,Exposed Exposed Real First Breaking Top Why Why Breaking Explained Challenge First First Gu,27,Education,2023-07-02 12:00:00,8,1,91,2431,9,716,1443309.0,146117.0,13361,12497.0,0.1012,0.008659,0,245,1,1,11.93,0,0,1,0
vid_00943,Reaction Why Secret How Why Review Official Tutorial ,24,Entertainment,2023-03-20 20:00:00,4,1,53,4289,1,1167,83066.0,8533.0,576,294.0,0.1027,0.003539,0,221,0,0,19.45,0,0,0,1
vid_00944,Tutorial Breaking Inside Why Challenge Exposed ,27,Education,2023-03-30 20:00:00,5,5,47,3986,3,1442,270702.0,19420.0,590,4004.0,0.0717,0.014791,1,132,1,0,24.03,1,0,0,1
vid_00945,Explained Review Top Real Reaction vs Wh,17,Sports,2023-05-29 12:00:00,19,3,40,4478,24,1540,11744152.0,543436.0,16152,303518.0,0.0463,0.025844,1,243,0,1,25.67,0,1,0,1
vid_00946,Why Breaking Last vs First First Top New vs Guide Challenge Wh,17,Sports,2023-03-15 16:00:00,1,0,62,1469,5,3351,211119.0,18622.0,1631,3590.0,0.0882,0.017005,1,63,1,0,55.85,0,0,0,0
vid_00947,Last Real Tutorial Official New Ultimate 2024 Best Inside vs Tutorial Inside Ex,23,Comedy,2023-07-23 16:00:00,23,5,79,4200,23,600,315281.0,37629.0,3403,742.0,0.1194,0.002353,1,64,1,0,10.0,1,0,0,0
vid_00948,Last Breaking First Reaction Amazing Breaking Breaki,10,Music,2023-08-07 20:00:00,12,5,52,1380,17,744,167709.0,14428.0,476,4906.0,0.086,0.029253,1,197,0,0,12.4,1,0,0,1
vid_00949,Viral First Ulti,10,Music,2023-07-21 16:00:00,5,0,16,2967,22,1368,134084.0,4454.0,213,3356.0,0.0332,0.025029,1,83,0,0,22.8,0,0,0,0
vid_00950,Guide Real 2024 2024,24,Entertainment,2023-11-05 00:00:00,4,1,20,1496,5,2316,3236057.0,102118.0,8691,15585.0,0.0316,0.004816,0,213,0,1,38.6,0,0,0,0
vid_00951,Challenge Official Review New Explained Challenge Explained ,24,Entertainment,2023-05-20 04:00:00,0,4,60,1490,28,3335,6482.0,381.0,30,179.0,0.0588,0.027611,1,132,0,0,55.58,0,0,0,1
vid_00952,Tutorial Best Best Official Ultimate Tutorial Challenge New Tuto,26,Howto & Style,2023-08-29 00:00:00,20,0,64,3794,29,2380,312889.0,14899.0,1240,4402.0,0.0476,0.014069,1,58,1,0,39.67,0,1,0,0
vid_00953,Best Top New Inside How Guide Real First Viral React,17,Sports,2023-10-18 04:00:00,21,3,52,2894,24,2684,1022253.0,105470.0,5975,12047.0,0.1032,0.011785,0,248,0,1,44.73,0,1,0,1
vid_00954,First Explained vs Tutorial Guid,26,Howto & Style,2023-03-16 20:00:00,20,2,32,4225,22,1020,13133754.0,1392604.0,128174,188739.0,0.106,0.014371,0,207,1,1,17.0,0,1,0,0
vid_00955,Real Review Secret Exposed 2024 Official ,10,Music,2023-10-26 00:00:00,5,2,41,914,16,363,63063.0,3359.0,132,1589.0,0.0533,0.025197,0,126,0,0,6.05,0,0,0,1
vid_00956,Amazing Last Review 2024 Inside 2024 Secret Review Brea,20,Gaming,2023-03-31 04:00:00,5,6,55,521,13,2190,55680.0,3302.0,79,1120.0,0.0593,0.020115,0,240,0,0,36.5,1,0,1,1
vid_00957,Top Last Explained How Inside Viral How Last Tutorial Best Tutorial Why Last Official ,20,Gaming,2023-05-05 12:00:00,22,6,86,1552,23,1674,108182.0,5545.0,409,294.0,0.0513,0.002718,1,212,0,0,27.9,1,0,0,0
vid_00958,First Last Challenge Top Viral First Inside vs Inside Exposed How Why Viral Real Guide I,24,Entertainment,2023-09-21 16:00:00,15,5,88,4734,10,391,1877385.0,209806.0,12282,54013.0,0.1118,0.02877,0,190,0,1,6.52,1,0,1,0
vid_00959,First Secret Exposed Official E,27,Education,2023-05-29 04:00:00,3,2,31,1460,25,1910,554329.0,41706.0,3624,2930.0,0.0752,0.005286,0,223,0,1,31.83,0,0,0,0
vid_00960,Official 2024 Official Why Real How First Inside Secret Inside Official Secr,10,Music,2023-03-29 04:00:00,10,4,76,3820,18,2878,37910.0,3375.0,58,857.0,0.089,0.022606,1,233,1,0,47.97,0,0,0,0
vid_00961,Tutorial New Best Official Explained Expose,20,Gaming,2023-10-17 20:00:00,23,1,43,1955,29,2174,582167.0,39234.0,3371,11321.0,0.0674,0.019446,0,58,0,1,36.23,0,0,0,1
vid_00962,New Review Review Why Viral Reaction Breaking First Challenge Explained ,10,Music,2023-10-09 04:00:00,22,3,72,4709,1,2011,7221606.0,626772.0,22812,46494.0,0.0868,0.006438,0,85,1,1,33.52,0,0,0,0
vid_00963,Last Secret Breaking Reaction Viral Exposed Challenge Inside First vs Ultimate Revie,25,News & Politics,2023-02-10 16:00:00,8,6,84,4051,27,2093,818988.0,53010.0,3654,4873.0,0.0647,0.00595,1,166,0,1,34.88,1,0,0,0
vid_00964,Best Secret How 2024 First Reaction Ultimate Breaking Guide How Ultimate Official Ultimate S,28,Science & Technology,2023-09-15 00:00:00,22,4,92,3554,2,2633,684172.0,41441.0,564,17952.0,0.0606,0.026239,1,52,1,1,43.88,0,0,0,0
vid_00965,Real Breaking Amazing Top Exposed In,17,Sports,2023-05-19 12:00:00,2,3,36,3533,10,2007,914943.0,79694.0,5169,12050.0,0.0871,0.01317,1,68,0,1,33.45,0,0,1,0
vid_00966,New Reaction How Tut,26,Howto & Style,2023-01-20 16:00:00,18,3,20,4612,5,405,1502046.0,124963.0,9316,30014.0,0.0832,0.019982,1,205,0,1,6.75,0,1,0,0
vid_00967,Challenge 2024 Challenge Guide Viral Why,10,Music,2023-09-16 04:00:00,7,1,40,648,28,771,57197.0,3226.0,139,893.0,0.0564,0.015612,1,72,0,0,12.85,0,0,0,1
